Hospital_ID,sex, Percent_Hospital , Percent_Region , Percent_State ,outcome,num_N,deno_N
14842,Male,0.27,0.43,0.56,Door To Needle Time Within 60 Minutes,27,27
14842,Female,0.22,0.3,0.34,Door to CT Time Within 25 Minutes (All Strokes),38,38
14842,Male,0.16,0.34,0.35,Door to CT Time Within 25 Minutes (All Strokes),16,16
14842,Female,0.27,0.29,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,315,317
14842,Male,0.27,0.32,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,4,4
14942,Female,1,0.95,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,36,45
14942,Male,1,0.95,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,6,9
14942,Female,1,0.97,0.98,Early Antithrombotics (2 days),1,1
14942,Male,0.99,0.98,0.98,Early Antithrombotics (2 days),54,73
14942,Female,0.99,0.98,0.98,VTE Prophylaxis,3,6
14942,Male,0.99,0.97,0.98,VTE Prophylaxis,43,92
14942,Female,1,0.99,0.99,Antithrombotics at discharge,2,2
14942,Male,0.99,0.99,0.99,Antithrombotics at discharge,111,120
14942,Female,1,0.97,0.97,Anticoagulation for AF at discharge,13,14
14942,Male,1,0.98,0.97,Anticoagulation for AF at discharge,8,9
14942,Female,0.96,0.96,0.97,Statins at Discharge,118,122
14942,Male,0.98,0.98,0.98,Statins at Discharge,13,13
14942,Female,1,0.99,0.98,Smoking Cessation Counseling,8,8
14942,Male,1,0.99,0.97,Smoking Cessation Counseling,107,110
14942,Female,0.97,0.92,0.93,Defect Free Care,13,13
14942,Male,0.98,0.93,0.93,Defect Free Care,5,5
14942,Female,0.43,0.31,0.52,Door To Needle Time Within 60 Minutes,4,4
14942,Male,0.67,0.43,0.56,Door To Needle Time Within 60 Minutes,1,1
14942,Female,0.51,0.3,0.34,Door to CT Time Within 25 Minutes (All Strokes),89,93
14942,Male,0.46,0.34,0.35,Door to CT Time Within 25 Minutes (All Strokes),10,10
14942,Female,0.36,0.29,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,5,5
14942,Male,0.17,0.32,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,14,15
15144,Female,1,0.95,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
15144,Male,1,0.95,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,2,2
15144,Female,0.97,0.97,0.98,Early Antithrombotics (2 days),112,128
15144,Male,0.95,0.98,0.98,Early Antithrombotics (2 days),13,14
15144,Female,1,0.98,0.98,VTE Prophylaxis,8,9
15144,Male,0.98,0.97,0.98,VTE Prophylaxis,1,5
15144,Female,1,0.99,0.99,Antithrombotics at discharge,22,127
15144,Male,1,0.99,0.99,Antithrombotics at discharge,2,13
15144,Female,1,0.97,0.97,Anticoagulation for AF at discharge,3,11
15144,Male,1,0.98,0.97,Anticoagulation for AF at discharge,5,23
15144,Female,0.95,0.96,0.97,Statins at Discharge,1,3
15144,Male,1,0.98,0.98,Statins at Discharge,1,1
15144,Female,1,0.99,0.98,Smoking Cessation Counseling,4,4
15144,Male,0.96,0.99,0.97,Smoking Cessation Counseling,51,54
15144,Female,0.94,0.92,0.93,Defect Free Care,2,2
15144,Male,0.94,0.93,0.93,Defect Free Care,132,137
15144,Male,0.5,0.43,0.56,Door To Needle Time Within 60 Minutes,57,57
15144,Female,0.27,0.3,0.34,Door to CT Time Within 25 Minutes (All Strokes),3,3
15144,Male,0.32,0.34,0.35,Door to CT Time Within 25 Minutes (All Strokes),152,156
15144,Female,0.11,0.29,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,55,55
15144,Male,0.1,0.32,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,3
15322,Female,1,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,127,129
15322,Male,1,0.97,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,1,2
15322,Female,1,0.98,0.98,Early Antithrombotics (2 days),25,26
15322,Male,0.98,0.97,0.98,Early Antithrombotics (2 days),46,47
15322,Female,0.97,0.97,0.98,VTE Prophylaxis,1,1
15322,Male,0.99,0.97,0.98,VTE Prophylaxis,98,101
15322,Female,1,0.99,0.99,Antithrombotics at discharge,6,7
15322,Male,0.99,0.99,0.99,Antithrombotics at discharge,3,3
15322,Female,1,0.97,0.97,Anticoagulation for AF at discharge,23,25
15322,Male,1,0.97,0.97,Anticoagulation for AF at discharge,50,57
15322,Female,1,0.98,0.97,Statins at Discharge,3,3
15322,Male,0.98,0.99,0.98,Statins at Discharge,141,156
15322,Female,1,0.97,0.98,Smoking Cessation Counseling,2,7
15322,Male,1,0.98,0.97,Smoking Cessation Counseling,2,51
15322,Female,0.97,0.94,0.93,Defect Free Care,22,139
15322,Male,0.96,0.94,0.93,Defect Free Care,1,3
15322,Female,0.81,0.68,0.52,Door To Needle Time Within 60 Minutes,1,3
15322,Male,0.77,0.66,0.56,Door To Needle Time Within 60 Minutes,5,30
15322,Female,0.59,0.42,0.34,Door to CT Time Within 25 Minutes (All Strokes),1,1
15322,Male,0.52,0.42,0.35,Door to CT Time Within 25 Minutes (All Strokes),6,7
15322,Female,0.68,0.46,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,7,7
15322,Male,0.49,0.42,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,57,58
15563,Female,1,0.95,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,8,8
15563,Male,1,0.95,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,65,66
15563,Female,0.97,0.97,0.98,Early Antithrombotics (2 days),8,8
15563,Male,0.94,0.98,0.98,Early Antithrombotics (2 days),57,57
15563,Female,0.98,0.98,0.98,VTE Prophylaxis,12,13
15563,Male,0.99,0.97,0.98,VTE Prophylaxis,5,5
15563,Female,0.96,0.99,0.99,Antithrombotics at discharge,42,42
15563,Male,0.97,0.99,0.99,Antithrombotics at discharge,3,3
15563,Female,0.81,0.97,0.97,Anticoagulation for AF at discharge,8,8
15563,Male,1,0.98,0.97,Anticoagulation for AF at discharge,8,8
15563,Female,0.94,0.96,0.97,Statins at Discharge,62,66
15563,Male,0.98,0.98,0.98,Statins at Discharge,1,1
15563,Female,1,0.99,0.98,Smoking Cessation Counseling,5,7
15563,Male,0.8,0.99,0.97,Smoking Cessation Counseling,1,7
15563,Female,0.87,0.92,0.93,Defect Free Care,20,69
15563,Male,0.88,0.93,0.93,Defect Free Care,1,1
15563,Female,0.2,0.31,0.52,Door To Needle Time Within 60 Minutes,7,24
15563,Male,0.38,0.43,0.56,Door To Needle Time Within 60 Minutes,16,16
15563,Female,0.18,0.3,0.34,Door to CT Time Within 25 Minutes (All Strokes),2,2
15563,Male,0.3,0.34,0.35,Door to CT Time Within 25 Minutes (All Strokes),5,5
15563,Female,0.21,0.29,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,134,136
15563,Male,0.31,0.32,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,3
15823,Female,1,0.97,0.98,Early Antithrombotics (2 days),6,6
15823,Male,0.92,0.98,0.98,Early Antithrombotics (2 days),163,163
15823,Female,1,0.98,0.98,VTE Prophylaxis,3,3
15823,Male,0.83,0.97,0.98,VTE Prophylaxis,5,5
15823,Female,1,0.99,0.99,Antithrombotics at discharge,135,135
15823,Male,1,0.99,0.99,Antithrombotics at discharge,29,29
15823,Male,1,0.98,0.97,Anticoagulation for AF at discharge,3,3
15823,Female,1,0.96,0.97,Statins at Discharge,5,5
15823,Male,1,0.98,0.98,Statins at Discharge,115,115
15823,Female,1,0.99,0.98,Smoking Cessation Counseling,1,1
15823,Male,1,0.99,0.97,Smoking Cessation Counseling,35,35
15823,Female,1,0.92,0.93,Defect Free Care,3,3
15823,Male,0.85,0.93,0.93,Defect Free Care,6,6
15823,Male,1,0.43,0.56,Door To Needle Time Within 60 Minutes,163,165
15823,Female,0.3,0.3,0.34,Door to CT Time Within 25 Minutes (All Strokes),6,19
15823,Male,0.4,0.34,0.35,Door to CT Time Within 25 Minutes (All Strokes),32,158
15823,Male,0.2,0.32,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,18,67
16462,Female,0.95,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,3,3
16462,Male,0.96,0.97,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,11,11
16462,Female,0.97,0.98,0.98,Early Antithrombotics (2 days),86,86
16462,Male,0.99,0.97,0.98,Early Antithrombotics (2 days),30,30
16462,Female,0.99,0.97,0.98,VTE Prophylaxis,191,192
16462,Male,0.99,0.97,0.98,VTE Prophylaxis,101,102
16462,Female,1,0.99,0.99,Antithrombotics at discharge,35,35
16462,Male,1,0.99,0.99,Antithrombotics at discharge,261,264
16462,Female,0.99,0.97,0.97,Anticoagulation for AF at discharge,93,93
16462,Male,0.99,0.97,0.97,Anticoagulation for AF at discharge,29,29
16462,Female,1,0.98,0.97,Statins at Discharge,214,215
16462,Male,0.98,0.99,0.98,Statins at Discharge,12,12
16462,Female,1,0.97,0.98,Smoking Cessation Counseling,4,4
16462,Male,1,0.98,0.97,Smoking Cessation Counseling,20,20
16462,Female,0.96,0.94,0.93,Defect Free Care,56,58
16462,Male,0.96,0.94,0.93,Defect Free Care,21,21
16462,Female,0.71,0.68,0.52,Door To Needle Time Within 60 Minutes,152,156
16462,Male,0.71,0.66,0.56,Door To Needle Time Within 60 Minutes,30,30
16462,Female,0.33,0.42,0.34,Door to CT Time Within 25 Minutes (All Strokes),6,6
16462,Male,0.35,0.42,0.35,Door to CT Time Within 25 Minutes (All Strokes),74,74
16462,Female,0.34,0.46,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,102,104
16462,Male,0.28,0.42,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,35,35
17962,Female,0.96,0.95,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,257,266
17962,Male,1,0.95,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,2,7
17962,Female,0.95,0.97,0.98,Early Antithrombotics (2 days),13,22
17962,Male,0.97,0.98,0.98,Early Antithrombotics (2 days),30,83
17962,Female,0.99,0.98,0.98,VTE Prophylaxis,9,28
17962,Male,0.99,0.97,0.98,VTE Prophylaxis,101,176
17962,Female,0.99,0.99,0.99,Antithrombotics at discharge,7,27
17962,Male,1,0.99,0.99,Antithrombotics at discharge,1,8
17962,Female,1,0.97,0.97,Anticoagulation for AF at discharge,21,74
17962,Male,1,0.98,0.97,Anticoagulation for AF at discharge,4,4
17962,Female,0.94,0.96,0.97,Statins at Discharge,1,1
17962,Male,0.96,0.98,0.98,Statins at Discharge,5,5
17962,Female,1,0.99,0.98,Smoking Cessation Counseling,108,113
17962,Male,1,0.99,0.97,Smoking Cessation Counseling,1,1
17962,Female,0.91,0.92,0.93,Defect Free Care,5,5
17962,Male,0.95,0.93,0.93,Defect Free Care,119,120
17962,Female,0.13,0.31,0.52,Door To Needle Time Within 60 Minutes,1,1
17962,Male,0.25,0.43,0.56,Door To Needle Time Within 60 Minutes,5,5
17962,Female,0.09,0.3,0.34,Door to CT Time Within 25 Minutes (All Strokes),98,98
17962,Male,0.16,0.34,0.35,Door to CT Time Within 25 Minutes (All Strokes),1,1
17962,Female,0.41,0.29,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,28,28
17962,Male,0.33,0.32,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,1
18185,Female,0.73,0.86,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,5,5
18185,Male,1,0.94,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,77,79
18185,Female,0.97,0.98,0.98,Early Antithrombotics (2 days),1,1
18185,Male,1,0.99,0.98,Early Antithrombotics (2 days),30,31
18185,Female,0.91,0.95,0.98,VTE Prophylaxis,1,1
18185,Male,0.93,0.96,0.98,VTE Prophylaxis,5,5
18185,Female,0.99,0.99,0.99,Antithrombotics at discharge,112,120
18185,Male,0.99,0.99,0.99,Antithrombotics at discharge,1,4
18185,Female,1,0.97,0.97,Anticoagulation for AF at discharge,2,5
18185,Male,1,0.99,0.97,Anticoagulation for AF at discharge,33,113
18185,Female,0.92,0.95,0.97,Statins at Discharge,4,35
18185,Male,1,0.96,0.98,Statins at Discharge,3,3
18185,Female,1,0.98,0.98,Smoking Cessation Counseling,2,2
18185,Male,1,0.99,0.97,Smoking Cessation Counseling,41,41
18185,Female,0.84,0.9,0.93,Defect Free Care,15,15
18185,Male,0.92,0.92,0.93,Defect Free Care,7,7
18185,Female,0.15,0.41,0.52,Door To Needle Time Within 60 Minutes,97,98
18185,Male,0.4,0.53,0.56,Door To Needle Time Within 60 Minutes,19,19
18185,Female,0.41,0.38,0.34,Door to CT Time Within 25 Minutes (All Strokes),9,11
18185,Male,0.5,0.38,0.35,Door to CT Time Within 25 Minutes (All Strokes),147,149
18185,Female,0.45,0.38,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,18,18
18185,Male,0.47,0.48,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,9,9
20889,Female,1,0.95,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,121,122
20889,Male,0.8,0.95,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
20889,Female,0.94,0.97,0.98,Early Antithrombotics (2 days),2,2
20889,Male,0.97,0.98,0.98,Early Antithrombotics (2 days),21,21
20889,Female,1,0.98,0.98,VTE Prophylaxis,15,15
20889,Male,0.98,0.97,0.98,VTE Prophylaxis,7,7
20889,Female,0.94,0.99,0.99,Antithrombotics at discharge,90,91
20889,Male,0.97,0.99,0.99,Antithrombotics at discharge,5,5
20889,Female,1,0.97,0.97,Anticoagulation for AF at discharge,1,1
20889,Male,1,0.98,0.97,Anticoagulation for AF at discharge,15,15
20889,Female,1,0.96,0.97,Statins at Discharge,19,19
20889,Male,1,0.98,0.98,Statins at Discharge,9,11
20889,Female,0.88,0.99,0.98,Smoking Cessation Counseling,149,154
20889,Male,1,0.99,0.97,Smoking Cessation Counseling,3,3
20889,Female,0.87,0.92,0.93,Defect Free Care,2,2
20889,Male,0.91,0.93,0.93,Defect Free Care,37,48
20889,Male,0.5,0.43,0.56,Door To Needle Time Within 60 Minutes,4,9
20889,Female,0.63,0.3,0.34,Door to CT Time Within 25 Minutes (All Strokes),2,3
20889,Male,0.53,0.34,0.35,Door to CT Time Within 25 Minutes (All Strokes),49,87
20889,Female,0.18,0.29,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,4
20889,Male,0.39,0.32,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,2,6
20908,Female,0.85,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,47,79
20908,Male,1,0.97,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,3,3
20908,Female,1,0.98,0.98,Early Antithrombotics (2 days),1,1
20908,Male,0.99,0.97,0.98,Early Antithrombotics (2 days),4,4
20908,Female,0.95,0.97,0.98,VTE Prophylaxis,55,55
20908,Male,0.96,0.97,0.98,VTE Prophylaxis,8,8
20908,Female,0.99,0.99,0.99,Antithrombotics at discharge,109,116
20908,Male,0.97,0.99,0.99,Antithrombotics at discharge,56,57
20908,Female,1,0.97,0.97,Anticoagulation for AF at discharge,9,9
20908,Male,1,0.97,0.97,Anticoagulation for AF at discharge,131,133
20908,Female,0.98,0.98,0.97,Statins at Discharge,50,50
20908,Male,0.97,0.99,0.98,Statins at Discharge,7,7
20908,Female,1,0.97,0.98,Smoking Cessation Counseling,98,104
20908,Male,1,0.98,0.97,Smoking Cessation Counseling,4,5
20908,Female,0.92,0.94,0.93,Defect Free Care,20,22
20908,Male,0.91,0.94,0.93,Defect Free Care,38,39
20908,Female,0.41,0.68,0.52,Door To Needle Time Within 60 Minutes,6,6
20908,Male,0.41,0.66,0.56,Door To Needle Time Within 60 Minutes,76,81
20908,Female,0.38,0.42,0.34,Door to CT Time Within 25 Minutes (All Strokes),8,8
20908,Male,0.44,0.42,0.35,Door to CT Time Within 25 Minutes (All Strokes),1,1
20908,Female,0.34,0.46,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,10,12
20908,Male,0.3,0.42,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,57,60
22282,Female,0.89,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,9,9
22282,Male,1,0.97,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,112,134
22282,Female,0.9,0.98,0.98,Early Antithrombotics (2 days),1,4
22282,Male,0.88,0.97,0.98,Early Antithrombotics (2 days),3,8
22282,Female,0.98,0.97,0.98,VTE Prophylaxis,16,51
22282,Male,0.98,0.97,0.98,VTE Prophylaxis,1,6
22282,Female,1,0.99,0.99,Antithrombotics at discharge,20,108
22282,Male,1,0.99,0.99,Antithrombotics at discharge,4,12
22282,Female,0.93,0.97,0.97,Anticoagulation for AF at discharge,1,1
22282,Male,1,0.97,0.97,Anticoagulation for AF at discharge,8,37
22282,Female,0.98,0.98,0.97,Statins at Discharge,1,1
22282,Male,0.99,0.99,0.98,Statins at Discharge,23,24
22282,Female,0.92,0.97,0.98,Smoking Cessation Counseling,1,1
22282,Male,0.84,0.98,0.97,Smoking Cessation Counseling,22,24
22282,Female,0.89,0.94,0.93,Defect Free Care,1,1
22282,Male,0.86,0.94,0.93,Defect Free Care,22,22
22282,Female,0.42,0.68,0.52,Door To Needle Time Within 60 Minutes,4,4
22282,Male,0.48,0.66,0.56,Door To Needle Time Within 60 Minutes,1,1
22282,Female,0.32,0.42,0.34,Door to CT Time Within 25 Minutes (All Strokes),14,14
22282,Male,0.31,0.42,0.35,Door to CT Time Within 25 Minutes (All Strokes),6,6
22282,Female,0.86,0.46,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,1
22282,Male,0.72,0.42,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,23,25
22865,Female,0.94,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
22865,Male,0.93,0.93,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,5,15
22865,Female,0.99,0.98,0.98,Early Antithrombotics (2 days),1,7
22865,Male,0.99,0.99,0.98,Early Antithrombotics (2 days),3,3
22865,Female,0.98,0.98,0.98,VTE Prophylaxis,43,45
22865,Male,0.96,0.99,0.98,VTE Prophylaxis,14,15
22865,Female,0.99,1,0.99,Antithrombotics at discharge,74,75
22865,Male,0.97,1,0.99,Antithrombotics at discharge,329,336
22865,Female,0.97,0.98,0.97,Anticoagulation for AF at discharge,137,139
22865,Male,0.97,0.96,0.97,Anticoagulation for AF at discharge,80,80
22865,Female,0.98,0.98,0.97,Statins at Discharge,415,419
22865,Male,0.88,0.97,0.98,Statins at Discharge,155,156
22865,Female,0.93,0.96,0.98,Smoking Cessation Counseling,71,72
22865,Male,0.97,0.95,0.97,Smoking Cessation Counseling,379,380
22865,Female,0.94,0.94,0.93,Defect Free Care,153,153
22865,Male,0.87,0.94,0.93,Defect Free Care,15,16
22865,Female,0.41,0.38,0.52,Door To Needle Time Within 60 Minutes,81,81
22865,Male,0.35,0.5,0.56,Door To Needle Time Within 60 Minutes,39,40
22865,Female,0.37,0.24,0.34,Door to CT Time Within 25 Minutes (All Strokes),49,49
22865,Male,0.41,0.25,0.35,Door to CT Time Within 25 Minutes (All Strokes),261,264
22865,Female,0.36,0.32,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,101,103
22865,Male,0.32,0.39,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,9,9
25382,Female,0.88,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,57,57
25382,Male,0.92,0.93,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,20,20
25382,Female,0.95,0.98,0.98,Early Antithrombotics (2 days),81,84
25382,Male,0.99,0.99,0.98,Early Antithrombotics (2 days),427,444
25382,Female,0.93,0.98,0.98,VTE Prophylaxis,164,171
25382,Male,0.96,0.99,0.98,VTE Prophylaxis,3,3
25382,Female,1,1,0.99,Antithrombotics at discharge,41,59
25382,Male,1,1,0.99,Antithrombotics at discharge,12,17
25382,Female,0.9,0.98,0.97,Anticoagulation for AF at discharge,20,67
25382,Male,1,0.96,0.97,Anticoagulation for AF at discharge,125,360
25382,Female,0.98,0.98,0.97,Statins at Discharge,42,122
25382,Male,0.92,0.97,0.98,Statins at Discharge,3,20
25382,Female,1,0.96,0.98,Smoking Cessation Counseling,60,175
25382,Male,0.95,0.95,0.97,Smoking Cessation Counseling,17,59
25382,Female,0.86,0.94,0.93,Defect Free Care,12,12
25382,Male,0.9,0.94,0.93,Defect Free Care,12,13
25382,Female,0.24,0.38,0.52,Door To Needle Time Within 60 Minutes,24,24
25382,Male,0.53,0.5,0.56,Door To Needle Time Within 60 Minutes,115,120
25382,Female,0.31,0.24,0.34,Door to CT Time Within 25 Minutes (All Strokes),76,81
25382,Male,0.3,0.25,0.35,Door to CT Time Within 25 Minutes (All Strokes),233,240
25382,Female,0.35,0.32,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,147,148
25382,Male,0.37,0.39,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,105,106
27785,Female,1,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,291,295
27785,Male,1,0.93,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,137,138
27785,Female,0.99,0.98,0.98,Early Antithrombotics (2 days),84,86
27785,Male,1,0.99,0.98,Early Antithrombotics (2 days),249,249
27785,Female,0.98,0.98,0.98,VTE Prophylaxis,11,11
27785,Male,0.98,0.99,0.98,VTE Prophylaxis,14,14
27785,Female,1,1,0.99,Antithrombotics at discharge,37,37
27785,Male,1,1,0.99,Antithrombotics at discharge,101,105
27785,Female,1,0.98,0.97,Anticoagulation for AF at discharge,55,61
27785,Male,0.88,0.96,0.97,Anticoagulation for AF at discharge,194,201
27785,Female,0.98,0.98,0.97,Statins at Discharge,35,35
27785,Male,0.98,0.97,0.98,Statins at Discharge,13,13
27785,Female,1,0.96,0.98,Smoking Cessation Counseling,51,51
27785,Male,1,0.95,0.97,Smoking Cessation Counseling,140,148
27785,Female,0.96,0.94,0.93,Defect Free Care,94,107
27785,Male,0.94,0.94,0.93,Defect Free Care,279,296
27785,Female,0.56,0.38,0.52,Door To Needle Time Within 60 Minutes,2,17
27785,Male,0.5,0.5,0.56,Door To Needle Time Within 60 Minutes,4,13
27785,Female,0.24,0.24,0.34,Door to CT Time Within 25 Minutes (All Strokes),5,30
27785,Male,0.2,0.25,0.35,Door to CT Time Within 25 Minutes (All Strokes),13,127
27785,Female,0.38,0.32,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,10,86
27785,Male,0.33,0.39,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,30,229
29944,Female,0.71,0.86,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,15,39
29944,Male,0.5,0.94,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,13,32
29944,Female,0.96,0.98,0.98,Early Antithrombotics (2 days),30,87
29944,Male,0.96,0.99,0.98,Early Antithrombotics (2 days),3,3
29944,Female,0.9,0.95,0.98,VTE Prophylaxis,19,22
29944,Male,0.86,0.96,0.98,VTE Prophylaxis,51,51
29944,Female,0.98,0.99,0.99,Antithrombotics at discharge,1,1
29944,Male,1,0.99,0.99,Antithrombotics at discharge,133,136
29944,Female,0.73,0.97,0.97,Anticoagulation for AF at discharge,52,58
29944,Male,0.88,0.99,0.97,Anticoagulation for AF at discharge,1,1
29944,Female,0.85,0.95,0.97,Statins at Discharge,177,191
29944,Male,0.86,0.96,0.98,Statins at Discharge,53,53
29944,Female,1,0.98,0.98,Smoking Cessation Counseling,1,1
29944,Male,1,0.99,0.97,Smoking Cessation Counseling,159,161
29944,Female,0.77,0.9,0.93,Defect Free Care,1,1
29944,Male,0.71,0.92,0.93,Defect Free Care,27,27
29944,Female,0.28,0.38,0.34,Door to CT Time Within 25 Minutes (All Strokes),36,37
29944,Male,0.2,0.38,0.35,Door to CT Time Within 25 Minutes (All Strokes),98,102
29944,Female,0.39,0.38,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,7,7
29944,Male,0.08,0.48,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,23,23
29984,Female,0.9,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,51,58
29984,Male,0.9,0.93,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
29984,Female,0.96,0.98,0.98,Early Antithrombotics (2 days),170,193
29984,Male,0.98,0.99,0.98,Early Antithrombotics (2 days),8,25
29984,Female,0.99,0.98,0.98,VTE Prophylaxis,20,50
29984,Male,0.99,0.99,0.98,VTE Prophylaxis,72,153
29984,Female,0.99,1,0.99,Antithrombotics at discharge,3,11
29984,Male,1,1,0.99,Antithrombotics at discharge,25,50
29984,Female,0.96,0.98,0.97,Anticoagulation for AF at discharge,7,8
29984,Male,0.86,0.96,0.97,Anticoagulation for AF at discharge,2,2
29984,Female,0.96,0.98,0.97,Statins at Discharge,2,2
29984,Male,1,0.97,0.98,Statins at Discharge,65,68
29984,Female,1,0.96,0.98,Smoking Cessation Counseling,2,2
29984,Male,1,0.95,0.97,Smoking Cessation Counseling,2,2
29984,Female,0.92,0.94,0.93,Defect Free Care,78,79
29984,Male,0.95,0.94,0.93,Defect Free Care,2,2
29984,Female,0.64,0.38,0.52,Door To Needle Time Within 60 Minutes,2,2
29984,Male,0.61,0.5,0.56,Door To Needle Time Within 60 Minutes,58,61
29984,Female,0.44,0.24,0.34,Door to CT Time Within 25 Minutes (All Strokes),14,14
29984,Male,0.51,0.25,0.35,Door to CT Time Within 25 Minutes (All Strokes),2,2
29984,Female,0.2,0.32,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,1
29984,Male,0.44,0.39,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,36,36
31167,Female,1,0.95,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
31167,Male,0.83,0.95,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,13,14
31167,Female,0.95,0.97,0.98,Early Antithrombotics (2 days),2,2
31167,Male,0.98,0.98,0.98,Early Antithrombotics (2 days),2,2
31167,Female,0.85,0.98,0.98,VTE Prophylaxis,72,81
31167,Male,0.84,0.97,0.98,VTE Prophylaxis,3,9
31167,Female,0.96,0.99,0.99,Antithrombotics at discharge,1,2
31167,Male,0.95,0.99,0.99,Antithrombotics at discharge,36,61
31167,Female,1,0.97,0.97,Anticoagulation for AF at discharge,10,33
31167,Male,0.95,0.98,0.97,Anticoagulation for AF at discharge,3,3
31167,Female,0.89,0.96,0.97,Statins at Discharge,1,1
31167,Male,0.94,0.98,0.98,Statins at Discharge,22,24
31167,Female,1,0.99,0.98,Smoking Cessation Counseling,37,37
31167,Male,1,0.99,0.97,Smoking Cessation Counseling,7,8
31167,Female,0.74,0.92,0.93,Defect Free Care,137,137
31167,Male,0.75,0.93,0.93,Defect Free Care,42,46
31167,Female,0.48,0.3,0.34,Door to CT Time Within 25 Minutes (All Strokes),12,13
31167,Male,0.41,0.34,0.35,Door to CT Time Within 25 Minutes (All Strokes),201,209
31167,Female,0.29,0.29,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,41,41
31167,Male,0.33,0.32,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,12,13
31190,Female,1,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,176,180
31190,Male,1,0.97,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,5,5
31190,Female,0.99,0.98,0.98,Early Antithrombotics (2 days),1,1
