Hospital_ID,race, Percent_Hospital , Percent_Region , Percent_State ,outcome,num_N,deno_N
13819,FL_Hispanic,1,0.97,0.98,Anticoagulation for AF at discharge,1,1
13819,White,1,0.97,0.97,Anticoagulation for AF at discharge,66,66
13819,Black,1,0.99,0.98,Statins at Discharge,25,25
13819,FL_Hispanic,1,0.98,0.98,Statins at Discharge,12,12
13819,White,1,0.98,0.97,Statins at Discharge,220,220
13819,Black,1,0.97,0.97,Smoking Cessation Counseling,4,4
13819,FL_Hispanic,1,0.95,0.97,Smoking Cessation Counseling,1,1
13819,White,1,0.99,0.98,Smoking Cessation Counseling,27,27
13819,Black,1,0.94,0.94,Defect Free Care,38,38
13819,FL_Hispanic,1,0.93,0.94,Defect Free Care,16,16
13819,White,0.99,0.94,0.93,Defect Free Care,315,317
13819,Black,1,0.54,0.46,Door To Needle Time Within 60 Minutes,4,4
13819,White,0.8,0.66,0.52,Door To Needle Time Within 60 Minutes,36,45
13819,Black,0.67,0.32,0.28,Door to CT Time Within 25 Minutes (All Strokes),6,9
13819,FL_Hispanic,1,0.43,0.36,Door to CT Time Within 25 Minutes (All Strokes),1,1
13819,White,0.74,0.45,0.36,Door to CT Time Within 25 Minutes (All Strokes),54,73
13819,Black,0.5,0.47,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,6
13819,White,0.47,0.43,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,43,92
13862,Black,1,0.98,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,2,2
13862,Black,0.93,0.97,0.98,Early Antithrombotics (2 days),111,120
13862,FL_Hispanic,0.93,0.97,0.97,Early Antithrombotics (2 days),13,14
13862,White,0.89,0.98,0.98,Early Antithrombotics (2 days),8,9
13862,Black,0.97,0.98,0.98,VTE Prophylaxis,118,122
13862,FL_Hispanic,1,0.98,0.98,VTE Prophylaxis,13,13
13862,White,1,0.97,0.97,VTE Prophylaxis,8,8
13862,Black,0.97,0.99,0.99,Antithrombotics at discharge,107,110
13862,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,13,13
13862,White,1,0.99,0.99,Antithrombotics at discharge,5,5
13862,Black,1,0.98,0.97,Anticoagulation for AF at discharge,4,4
13862,White,1,0.97,0.97,Anticoagulation for AF at discharge,1,1
13862,Black,0.96,0.99,0.98,Statins at Discharge,89,93
13862,FL_Hispanic,1,0.98,0.98,Statins at Discharge,10,10
13862,White,1,0.98,0.97,Statins at Discharge,5,5
13862,Black,0.93,0.97,0.97,Smoking Cessation Counseling,14,15
13862,FL_Hispanic,1,0.95,0.97,Smoking Cessation Counseling,1,1
13862,White,1,0.99,0.98,Smoking Cessation Counseling,2,2
13862,Black,0.88,0.94,0.94,Defect Free Care,112,128
13862,FL_Hispanic,0.93,0.93,0.94,Defect Free Care,13,14
13862,White,0.89,0.94,0.93,Defect Free Care,8,9
13862,Black,0.2,0.54,0.46,Door To Needle Time Within 60 Minutes,1,5
13862,Black,0.17,0.32,0.28,Door to CT Time Within 25 Minutes (All Strokes),22,127
13862,FL_Hispanic,0.15,0.43,0.36,Door to CT Time Within 25 Minutes (All Strokes),2,13
13862,White,0.27,0.45,0.36,Door to CT Time Within 25 Minutes (All Strokes),3,11
13862,Black,0.22,0.47,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,5,23
13862,White,0.33,0.43,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,3
14462,FL_Hispanic,1,0.94,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
14462,White,1,0.94,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,4,4
14462,Black,0.94,0.97,0.98,Early Antithrombotics (2 days),51,54
14462,FL_Hispanic,1,0.97,0.97,Early Antithrombotics (2 days),2,2
14462,White,0.96,0.97,0.98,Early Antithrombotics (2 days),132,137
14462,Black,1,0.98,0.98,VTE Prophylaxis,57,57
14462,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,3,3
14462,White,0.97,0.98,0.97,VTE Prophylaxis,152,156
14462,Black,1,0.99,0.99,Antithrombotics at discharge,55,55
14462,FL_Hispanic,1,0.98,0.99,Antithrombotics at discharge,3,3
14462,White,0.98,0.99,0.99,Antithrombotics at discharge,127,129
14462,Black,0.5,0.95,0.97,Anticoagulation for AF at discharge,1,2
14462,White,0.96,0.97,0.97,Anticoagulation for AF at discharge,25,26
14462,Black,0.98,0.96,0.98,Statins at Discharge,46,47
14462,FL_Hispanic,1,0.96,0.98,Statins at Discharge,1,1
14462,White,0.97,0.97,0.97,Statins at Discharge,98,101
14462,Black,0.86,0.99,0.97,Smoking Cessation Counseling,6,7
14462,FL_Hispanic,1,1,0.97,Smoking Cessation Counseling,3,3
14462,White,0.92,0.99,0.98,Smoking Cessation Counseling,23,25
14462,Black,0.88,0.93,0.94,Defect Free Care,50,57
14462,FL_Hispanic,1,0.92,0.94,Defect Free Care,3,3
14462,White,0.9,0.93,0.93,Defect Free Care,141,156
14462,White,0.29,0.39,0.52,Door To Needle Time Within 60 Minutes,2,7
14462,Black,0.04,0.22,0.28,Door to CT Time Within 25 Minutes (All Strokes),2,51
14462,White,0.16,0.34,0.36,Door to CT Time Within 25 Minutes (All Strokes),22,139
14462,Black,0.33,0.32,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,3
14462,FL_Hispanic,0.33,0.33,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,3
14462,White,0.17,0.31,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,5,30
14562,Black,1,0.96,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
14562,White,0.86,0.94,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,6,7
14562,Black,1,0.97,0.98,Early Antithrombotics (2 days),7,7
14562,White,0.98,0.97,0.98,Early Antithrombotics (2 days),57,58
14562,Black,1,0.98,0.98,VTE Prophylaxis,8,8
14562,White,0.98,0.98,0.97,VTE Prophylaxis,65,66
14562,Black,1,0.99,0.99,Antithrombotics at discharge,8,8
14562,White,1,0.99,0.99,Antithrombotics at discharge,57,57
14562,White,0.92,0.97,0.97,Anticoagulation for AF at discharge,12,13
14562,Black,1,0.96,0.98,Statins at Discharge,5,5
14562,White,1,0.97,0.97,Statins at Discharge,42,42
14562,Black,1,0.99,0.97,Smoking Cessation Counseling,3,3
14562,White,1,0.99,0.98,Smoking Cessation Counseling,8,8
14562,Black,1,0.93,0.94,Defect Free Care,8,8
14562,White,0.94,0.93,0.93,Defect Free Care,62,66
14562,Black,1,0.28,0.46,Door To Needle Time Within 60 Minutes,1,1
14562,White,0.71,0.39,0.52,Door To Needle Time Within 60 Minutes,5,7
14562,Black,0.14,0.22,0.28,Door to CT Time Within 25 Minutes (All Strokes),1,7
14562,White,0.29,0.34,0.36,Door to CT Time Within 25 Minutes (All Strokes),20,69
14562,Black,1,0.32,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,1
14562,White,0.29,0.31,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,7,24
14842,White,1,0.94,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,16,16
14842,Black,1,0.97,0.98,Early Antithrombotics (2 days),2,2
14842,FL_Hispanic,1,0.97,0.97,Early Antithrombotics (2 days),5,5
14842,White,0.99,0.97,0.98,Early Antithrombotics (2 days),134,136
14842,Black,1,0.98,0.98,VTE Prophylaxis,3,3
14842,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,6,6
14842,White,1,0.98,0.97,VTE Prophylaxis,163,163
14842,Black,1,0.99,0.99,Antithrombotics at discharge,3,3
14842,FL_Hispanic,1,0.98,0.99,Antithrombotics at discharge,5,5
14842,White,1,0.99,0.99,Antithrombotics at discharge,135,135
14842,White,1,0.97,0.97,Anticoagulation for AF at discharge,29,29
14842,Black,1,0.96,0.98,Statins at Discharge,3,3
14842,FL_Hispanic,1,0.96,0.98,Statins at Discharge,5,5
14842,White,1,0.97,0.97,Statins at Discharge,115,115
14842,FL_Hispanic,1,1,0.97,Smoking Cessation Counseling,1,1
14842,White,1,0.99,0.98,Smoking Cessation Counseling,35,35
14842,Black,1,0.93,0.94,Defect Free Care,3,3
14842,FL_Hispanic,1,0.92,0.94,Defect Free Care,6,6
14842,White,0.99,0.93,0.93,Defect Free Care,163,165
14842,White,0.32,0.39,0.52,Door To Needle Time Within 60 Minutes,6,19
14842,White,0.2,0.34,0.36,Door to CT Time Within 25 Minutes (All Strokes),32,158
14842,White,0.27,0.31,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,18,67
14942,Black,1,0.96,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,3,3
14942,White,1,0.94,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,11,11
14942,Black,1,0.97,0.98,Early Antithrombotics (2 days),86,86
14942,FL_Hispanic,1,0.97,0.97,Early Antithrombotics (2 days),30,30
14942,White,0.99,0.97,0.98,Early Antithrombotics (2 days),191,192
14942,Black,0.99,0.98,0.98,VTE Prophylaxis,101,102
14942,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,35,35
14942,White,0.99,0.98,0.97,VTE Prophylaxis,261,264
14942,Black,1,0.99,0.99,Antithrombotics at discharge,93,93
14942,FL_Hispanic,1,0.98,0.99,Antithrombotics at discharge,29,29
14942,White,1,0.99,0.99,Antithrombotics at discharge,214,215
14942,Black,1,0.95,0.97,Anticoagulation for AF at discharge,12,12
14942,FL_Hispanic,1,1,0.98,Anticoagulation for AF at discharge,4,4
14942,White,1,0.97,0.97,Anticoagulation for AF at discharge,20,20
14942,Black,0.97,0.96,0.98,Statins at Discharge,56,58
14942,FL_Hispanic,1,0.96,0.98,Statins at Discharge,21,21
14942,White,0.97,0.97,0.97,Statins at Discharge,152,156
14942,Black,1,0.99,0.97,Smoking Cessation Counseling,30,30
14942,FL_Hispanic,1,1,0.97,Smoking Cessation Counseling,6,6
14942,White,1,0.99,0.98,Smoking Cessation Counseling,74,74
14942,Black,0.98,0.93,0.94,Defect Free Care,102,104
14942,FL_Hispanic,1,0.92,0.94,Defect Free Care,35,35
14942,White,0.97,0.93,0.93,Defect Free Care,257,266
14942,Black,0.29,0.28,0.46,Door To Needle Time Within 60 Minutes,2,7
14942,White,0.59,0.39,0.52,Door To Needle Time Within 60 Minutes,13,22
14942,Black,0.36,0.22,0.28,Door to CT Time Within 25 Minutes (All Strokes),30,83
14942,FL_Hispanic,0.32,0.22,0.36,Door to CT Time Within 25 Minutes (All Strokes),9,28
14942,White,0.57,0.34,0.36,Door to CT Time Within 25 Minutes (All Strokes),101,176
14942,Black,0.26,0.32,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,7,27
14942,FL_Hispanic,0.13,0.33,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,8
14942,White,0.28,0.31,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,21,74
15144,White,1,0.94,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,4,4
15144,Black,1,0.97,0.98,Early Antithrombotics (2 days),1,1
15144,FL_Hispanic,1,0.97,0.97,Early Antithrombotics (2 days),5,5
15144,White,0.96,0.97,0.98,Early Antithrombotics (2 days),108,113
15144,Black,1,0.98,0.98,VTE Prophylaxis,1,1
15144,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,5,5
15144,White,0.99,0.98,0.97,VTE Prophylaxis,119,120
15144,Black,1,0.99,0.99,Antithrombotics at discharge,1,1
15144,FL_Hispanic,1,0.98,0.99,Antithrombotics at discharge,5,5
15144,White,1,0.99,0.99,Antithrombotics at discharge,98,98
15144,FL_Hispanic,1,1,0.98,Anticoagulation for AF at discharge,1,1
15144,White,1,0.97,0.97,Anticoagulation for AF at discharge,28,28
15144,Black,1,0.96,0.98,Statins at Discharge,1,1
15144,FL_Hispanic,1,0.96,0.98,Statins at Discharge,5,5
15144,White,0.97,0.97,0.97,Statins at Discharge,77,79
15144,Black,1,0.99,0.97,Smoking Cessation Counseling,1,1
15144,White,0.97,0.99,0.98,Smoking Cessation Counseling,30,31
15144,Black,1,0.93,0.94,Defect Free Care,1,1
15144,FL_Hispanic,1,0.92,0.94,Defect Free Care,5,5
15144,White,0.93,0.93,0.93,Defect Free Care,112,120
15144,White,0.25,0.39,0.52,Door To Needle Time Within 60 Minutes,1,4
15144,FL_Hispanic,0.4,0.22,0.36,Door to CT Time Within 25 Minutes (All Strokes),2,5
15144,White,0.29,0.34,0.36,Door to CT Time Within 25 Minutes (All Strokes),33,113
15144,White,0.11,0.31,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,4,35
15322,Black,1,0.98,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,3,3
15322,FL_Hispanic,1,0.97,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,2,2
15322,White,1,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,41,41
15322,Black,1,0.97,0.98,Early Antithrombotics (2 days),15,15
15322,FL_Hispanic,1,0.97,0.97,Early Antithrombotics (2 days),7,7
15322,White,0.99,0.98,0.98,Early Antithrombotics (2 days),97,98
15322,Black,1,0.98,0.98,VTE Prophylaxis,19,19
15322,FL_Hispanic,0.82,0.98,0.98,VTE Prophylaxis,9,11
15322,White,0.99,0.97,0.97,VTE Prophylaxis,147,149
15322,Black,1,0.99,0.99,Antithrombotics at discharge,18,18
15322,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,9,9
15322,White,0.99,0.99,0.99,Antithrombotics at discharge,121,122
15322,Black,1,0.98,0.97,Anticoagulation for AF at discharge,1,1
15322,FL_Hispanic,1,0.97,0.98,Anticoagulation for AF at discharge,2,2
15322,White,1,0.97,0.97,Anticoagulation for AF at discharge,21,21
15322,Black,1,0.99,0.98,Statins at Discharge,15,15
15322,FL_Hispanic,1,0.98,0.98,Statins at Discharge,7,7
15322,White,0.99,0.98,0.97,Statins at Discharge,90,91
15322,Black,1,0.97,0.97,Smoking Cessation Counseling,5,5
15322,FL_Hispanic,1,0.95,0.97,Smoking Cessation Counseling,1,1
15322,White,1,0.99,0.98,Smoking Cessation Counseling,15,15
15322,Black,1,0.94,0.94,Defect Free Care,19,19
15322,FL_Hispanic,0.82,0.93,0.94,Defect Free Care,9,11
15322,White,0.97,0.94,0.93,Defect Free Care,149,154
15322,Black,1,0.54,0.46,Door To Needle Time Within 60 Minutes,3,3
15322,FL_Hispanic,1,0.76,0.68,Door To Needle Time Within 60 Minutes,2,2
15322,White,0.77,0.66,0.52,Door To Needle Time Within 60 Minutes,37,48
15322,Black,0.44,0.32,0.28,Door to CT Time Within 25 Minutes (All Strokes),4,9
15322,FL_Hispanic,0.67,0.43,0.36,Door to CT Time Within 25 Minutes (All Strokes),2,3
15322,White,0.56,0.45,0.36,Door to CT Time Within 25 Minutes (All Strokes),49,87
15322,Black,0.75,0.47,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,4
15322,FL_Hispanic,0.33,0.44,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,2,6
15322,White,0.59,0.43,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,47,79
15563,Black,1,0.96,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,3,3
15563,FL_Hispanic,1,0.94,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
15563,White,1,0.94,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,4,4
15563,Black,1,0.97,0.98,Early Antithrombotics (2 days),55,55
15563,FL_Hispanic,1,0.97,0.97,Early Antithrombotics (2 days),8,8
15563,White,0.94,0.97,0.98,Early Antithrombotics (2 days),109,116
15563,Black,0.98,0.98,0.98,VTE Prophylaxis,56,57
15563,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,9,9
15563,White,0.98,0.98,0.97,VTE Prophylaxis,131,133
15563,Black,1,0.99,0.99,Antithrombotics at discharge,50,50
15563,FL_Hispanic,1,0.98,0.99,Antithrombotics at discharge,7,7
15563,White,0.94,0.99,0.99,Antithrombotics at discharge,98,104
15563,Black,0.8,0.95,0.97,Anticoagulation for AF at discharge,4,5
15563,White,0.91,0.97,0.97,Anticoagulation for AF at discharge,20,22
15563,Black,0.97,0.96,0.98,Statins at Discharge,38,39
15563,FL_Hispanic,1,0.96,0.98,Statins at Discharge,6,6
15563,White,0.94,0.97,0.97,Statins at Discharge,76,81
15563,Black,1,0.99,0.97,Smoking Cessation Counseling,8,8
15563,FL_Hispanic,1,1,0.97,Smoking Cessation Counseling,1,1
15563,White,0.83,0.99,0.98,Smoking Cessation Counseling,10,12
15563,Black,0.95,0.93,0.94,Defect Free Care,57,60
15563,FL_Hispanic,1,0.92,0.94,Defect Free Care,9,9
15563,White,0.84,0.93,0.93,Defect Free Care,112,134
15563,Black,0.25,0.28,0.46,Door To Needle Time Within 60 Minutes,1,4
15563,White,0.38,0.39,0.52,Door To Needle Time Within 60 Minutes,3,8
15563,Black,0.31,0.22,0.28,Door to CT Time Within 25 Minutes (All Strokes),16,51
15563,FL_Hispanic,0.17,0.22,0.36,Door to CT Time Within 25 Minutes (All Strokes),1,6
15563,White,0.19,0.34,0.36,Door to CT Time Within 25 Minutes (All Strokes),20,108
15563,Black,0.33,0.32,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,4,12
15563,FL_Hispanic,1,0.33,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,1
15563,White,0.22,0.31,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,8,37
15823,FL_Hispanic,1,0.97,0.97,Early Antithrombotics (2 days),1,1
15823,White,0.96,0.97,0.98,Early Antithrombotics (2 days),23,24
15823,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,1,1
15823,White,0.92,0.98,0.97,VTE Prophylaxis,22,24
15823,FL_Hispanic,1,0.98,0.99,Antithrombotics at discharge,1,1
15823,White,1,0.99,0.99,Antithrombotics at discharge,22,22
15823,White,1,0.97,0.97,Anticoagulation for AF at discharge,4,4
15823,FL_Hispanic,1,0.96,0.98,Statins at Discharge,1,1
15823,White,1,0.97,0.97,Statins at Discharge,14,14
15823,White,1,0.99,0.98,Smoking Cessation Counseling,6,6
15823,FL_Hispanic,1,0.92,0.94,Defect Free Care,1,1
15823,White,0.92,0.93,0.93,Defect Free Care,23,25
15823,White,1,0.39,0.52,Door To Needle Time Within 60 Minutes,1,1
15823,White,0.33,0.34,0.36,Door to CT Time Within 25 Minutes (All Strokes),5,15
15823,White,0.14,0.31,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,7
16462,Black,1,0.98,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,3,3
16462,FL_Hispanic,0.96,0.97,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,43,45
16462,White,0.93,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,14,15
16462,Black,0.99,0.97,0.98,Early Antithrombotics (2 days),74,75
16462,FL_Hispanic,0.98,0.97,0.97,Early Antithrombotics (2 days),329,336
16462,White,0.99,0.98,0.98,Early Antithrombotics (2 days),137,139
16462,Black,1,0.98,0.98,VTE Prophylaxis,80,80
16462,FL_Hispanic,0.99,0.98,0.98,VTE Prophylaxis,415,419
16462,White,0.99,0.97,0.97,VTE Prophylaxis,155,156
16462,Black,0.99,0.99,0.99,Antithrombotics at discharge,71,72
16462,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,379,380
16462,White,1,0.99,0.99,Antithrombotics at discharge,153,153
16462,Black,0.94,0.98,0.97,Anticoagulation for AF at discharge,15,16
16462,FL_Hispanic,1,0.97,0.98,Anticoagulation for AF at discharge,81,81
16462,White,0.98,0.97,0.97,Anticoagulation for AF at discharge,39,40
16462,Black,1,0.99,0.98,Statins at Discharge,49,49
16462,FL_Hispanic,0.99,0.98,0.98,Statins at Discharge,261,264
16462,White,0.98,0.98,0.97,Statins at Discharge,101,103
16462,Black,1,0.97,0.97,Smoking Cessation Counseling,9,9
16462,FL_Hispanic,1,0.95,0.97,Smoking Cessation Counseling,57,57
16462,White,1,0.99,0.98,Smoking Cessation Counseling,20,20
16462,Black,0.96,0.94,0.94,Defect Free Care,81,84
16462,FL_Hispanic,0.96,0.93,0.94,Defect Free Care,427,444
16462,White,0.96,0.94,0.93,Defect Free Care,164,171
16462,Black,1,0.54,0.46,Door To Needle Time Within 60 Minutes,3,3
16462,FL_Hispanic,0.69,0.76,0.68,Door To Needle Time Within 60 Minutes,41,59
16462,White,0.71,0.66,0.52,Door To Needle Time Within 60 Minutes,12,17
16462,Black,0.3,0.32,0.28,Door to CT Time Within 25 Minutes (All Strokes),20,67
16462,FL_Hispanic,0.35,0.43,0.36,Door to CT Time Within 25 Minutes (All Strokes),125,360
16462,White,0.34,0.45,0.36,Door to CT Time Within 25 Minutes (All Strokes),42,122
16462,Black,0.15,0.47,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,20
16462,FL_Hispanic,0.34,0.44,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,60,175
16462,White,0.29,0.43,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,17,59
17962,Black,1,0.96,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,12,12
17962,FL_Hispanic,0.92,0.94,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,12,13
17962,White,1,0.94,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,24,24
17962,Black,0.96,0.97,0.98,Early Antithrombotics (2 days),115,120
17962,FL_Hispanic,0.94,0.97,0.97,Early Antithrombotics (2 days),76,81
17962,White,0.97,0.97,0.98,Early Antithrombotics (2 days),233,240
17962,Black,0.99,0.98,0.98,VTE Prophylaxis,147,148
17962,FL_Hispanic,0.99,0.99,0.98,VTE Prophylaxis,105,106
17962,White,0.99,0.98,0.97,VTE Prophylaxis,291,295
17962,Black,0.99,0.99,0.99,Antithrombotics at discharge,137,138
17962,FL_Hispanic,0.98,0.98,0.99,Antithrombotics at discharge,84,86
17962,White,1,0.99,0.99,Antithrombotics at discharge,249,249
17962,Black,1,0.95,0.97,Anticoagulation for AF at discharge,11,11
17962,FL_Hispanic,1,1,0.98,Anticoagulation for AF at discharge,14,14
17962,White,1,0.97,0.97,Anticoagulation for AF at discharge,37,37
17962,Black,0.96,0.96,0.98,Statins at Discharge,101,105
17962,FL_Hispanic,0.9,0.96,0.98,Statins at Discharge,55,61
17962,White,0.97,0.97,0.97,Statins at Discharge,194,201
17962,Black,1,0.99,0.97,Smoking Cessation Counseling,35,35
17962,FL_Hispanic,1,1,0.97,Smoking Cessation Counseling,13,13
17962,White,1,0.99,0.98,Smoking Cessation Counseling,51,51
17962,Black,0.95,0.93,0.94,Defect Free Care,140,148
17962,FL_Hispanic,0.88,0.92,0.94,Defect Free Care,94,107
17962,White,0.94,0.93,0.93,Defect Free Care,279,296
17962,Black,0.12,0.28,0.46,Door To Needle Time Within 60 Minutes,2,17
17962,FL_Hispanic,0.31,0.35,0.68,Door To Needle Time Within 60 Minutes,4,13
17962,White,0.17,0.39,0.52,Door To Needle Time Within 60 Minutes,5,30
17962,Black,0.1,0.22,0.28,Door to CT Time Within 25 Minutes (All Strokes),13,127
17962,FL_Hispanic,0.12,0.22,0.36,Door to CT Time Within 25 Minutes (All Strokes),10,86
17962,White,0.13,0.34,0.36,Door to CT Time Within 25 Minutes (All Strokes),30,229
17962,Black,0.38,0.32,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,15,39
17962,FL_Hispanic,0.41,0.33,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,13,32
17962,White,0.34,0.31,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,30,87
18185,Black,1,1,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,3,3
18185,White,0.86,0.89,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,19,22
18185,Black,1,0.99,0.98,Early Antithrombotics (2 days),51,51
18185,FL_Hispanic,1,1,0.97,Early Antithrombotics (2 days),1,1
18185,White,0.98,0.98,0.98,Early Antithrombotics (2 days),133,136
18185,Black,0.9,0.96,0.98,VTE Prophylaxis,52,58
18185,FL_Hispanic,1,1,0.98,VTE Prophylaxis,1,1
18185,White,0.93,0.95,0.97,VTE Prophylaxis,177,191
18185,Black,1,0.98,0.99,Antithrombotics at discharge,53,53
18185,FL_Hispanic,1,0.95,0.99,Antithrombotics at discharge,1,1
18185,White,0.99,0.99,0.99,Antithrombotics at discharge,159,161
18185,Black,1,1,0.97,Anticoagulation for AF at discharge,1,1
18185,White,1,0.98,0.97,Anticoagulation for AF at discharge,27,27
18185,Black,0.97,0.95,0.98,Statins at Discharge,36,37
18185,White,0.96,0.95,0.97,Statins at Discharge,98,102
18185,Black,1,0.96,0.97,Smoking Cessation Counseling,7,7
18185,White,1,0.99,0.98,Smoking Cessation Counseling,23,23
18185,Black,0.88,0.91,0.94,Defect Free Care,51,58
18185,FL_Hispanic,1,0.96,0.94,Defect Free Care,1,1
18185,White,0.88,0.91,0.93,Defect Free Care,170,193
18185,White,0.32,0.49,0.52,Door To Needle Time Within 60 Minutes,8,25
18185,Black,0.4,0.32,0.28,Door to CT Time Within 25 Minutes (All Strokes),20,50
18185,White,0.47,0.4,0.36,Door to CT Time Within 25 Minutes (All Strokes),72,153
18185,Black,0.27,0.45,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,11
18185,White,0.5,0.42,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,25,50
20889,White,0.88,0.94,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,7,8
20889,Black,1,0.97,0.98,Early Antithrombotics (2 days),2,2
20889,FL_Hispanic,1,0.97,0.97,Early Antithrombotics (2 days),2,2
20889,White,0.96,0.97,0.98,Early Antithrombotics (2 days),65,68
20889,Black,1,0.98,0.98,VTE Prophylaxis,2,2
20889,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,2,2
20889,White,0.99,0.98,0.97,VTE Prophylaxis,78,79
20889,Black,1,0.99,0.99,Antithrombotics at discharge,2,2
20889,FL_Hispanic,1,0.98,0.99,Antithrombotics at discharge,2,2
20889,White,0.95,0.99,0.99,Antithrombotics at discharge,58,61
20889,White,1,0.97,0.97,Anticoagulation for AF at discharge,14,14
20889,Black,1,0.96,0.98,Statins at Discharge,2,2
20889,FL_Hispanic,1,0.96,0.98,Statins at Discharge,1,1
20889,White,1,0.97,0.97,Statins at Discharge,36,36
20889,FL_Hispanic,1,1,0.97,Smoking Cessation Counseling,1,1
20889,White,0.93,0.99,0.98,Smoking Cessation Counseling,13,14
20889,Black,1,0.93,0.94,Defect Free Care,2,2
20889,FL_Hispanic,1,0.92,0.94,Defect Free Care,2,2
20889,White,0.89,0.93,0.93,Defect Free Care,72,81
20889,White,0.33,0.39,0.52,Door To Needle Time Within 60 Minutes,3,9
20889,Black,0.5,0.22,0.28,Door to CT Time Within 25 Minutes (All Strokes),1,2
20889,White,0.59,0.34,0.36,Door to CT Time Within 25 Minutes (All Strokes),36,61
20889,White,0.3,0.31,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,10,33
20908,Black,1,0.98,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,3,3
20908,FL_Hispanic,1,0.97,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
20908,White,0.92,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,22,24
20908,Black,1,0.97,0.98,Early Antithrombotics (2 days),37,37
20908,FL_Hispanic,0.88,0.97,0.97,Early Antithrombotics (2 days),7,8
20908,White,1,0.98,0.98,Early Antithrombotics (2 days),137,137
20908,Black,0.91,0.98,0.98,VTE Prophylaxis,42,46
